id,city_id,google_place_id,name
1,1,ChIJyzmTmJ3hAGARc2W1pyfo83A,酒やのまえだ
2,1,ChIJ5fCE-jnhAGARYf5HtVPGwWc,杉本商店
3,1,ChIJYZgrrKLmAGARdJRlYpec5Fw,酒蔵なかやま
4,1,ChIJkUp7_GPmAGARd39agfNfDl0,日本酒セラー HARETOKE
5,1,ChIJtQH2MmPmAGARj_UI5jzjQvc,井上酒店
6,1,ChIJM83qsRrmAGARaqjLKpg3moE,SANDBOX さかした
7,1,ChIJ-YHFFT_nAGARR7Um4wfZ0dc,酒のやまもと 大阪店
8,1,ChIJzd3e3XPnAGARavHUW-AKq9E,山中酒の店
9,1,ChIJ___v6xjeAGARdZKG4v3pPjk,酒屋へちかん
10,1,ChIJ8exfVFXaAGARDvPFeDqZhZg,深井中野酒本店
